Client Domain ,User Phone Timezone ,Created At                  ,Email Clicks ,Email Opens ,Emails ,Expired ,Order Funnel State      ,Sms ,Sms Clicks ,Sms Opens ,Platforms Order Group - Order → Manager ,Platforms Order Group - Order → Source ,order_has_user_email ,order_has_user_phone
A             ,CST                 ,2022-12-16T16:22:48.902518Z ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-21T21:58:20.783512Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-18T18:08:28.067138Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-28T17:12:03.205753Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-05T21:06:56.877796Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-05T22:31:31.959561Z ,           0 ,          0 ,     0 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-12T22:29:08.677813Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-24T19:11:22.681981Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-31T15:03:50.589205Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-28T20:46:33.725089Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-10T16:24:13.579043Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-10T15:46:00.247894Z ,           0 ,          0 ,     0 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-27T20:21:38.603709Z ,           0 ,          0 ,     0 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-03T14:57:42.946015Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-09T16:43:45.62276Z  ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-09T18:16:43.195298Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-18T18:42:52.596801Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-20T16:03:18.409468Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-27T21:04:12.508447Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-26T21:59:17.974767Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-28T21:09:27.460326Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-27T15:56:55.62927Z  ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-04T15:39:27.392562Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-13T19:45:28.247351Z ,           0 ,          0 ,     0 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-27T17:58:10.332916Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-09T19:45:12.257433Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-23T22:16:16.988677Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-24T20:05:18.372001Z ,           0 ,          0 ,     0 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-20T20:50:56.576279Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-08T21:46:20.45997Z  ,           1 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-10-07T16:55:59.679528Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-27T16:29:38.969502Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-24T15:00:16.400141Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-18T18:32:27.835607Z ,           0 ,          0 ,     0 ,      0 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-15T23:08:13.36366Z  ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-24T15:27:52.009737Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-06T21:44:49.704048Z ,           0 ,          0 ,     0 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-13T21:48:05.906809Z ,           0 ,          0 ,     0 ,      0 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-13T17:50:11.814125Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-12T16:21:57.853919Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-27T19:32:12.304449Z ,           0 ,          0 ,     0 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-24T20:18:25.510608Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-12T22:49:42.547997Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-10T17:33:18.109472Z ,           0 ,          0 ,     0 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-28T18:25:21.988468Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-13T16:29:09.474252Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-03T15:38:28.505303Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-24T20:32:11.854757Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-13T21:34:03.954022Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-14T20:40:37.125245Z ,           1 ,          0 ,     1 ,      0 ,8-Submitted login       ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-12-13T19:37:37.494975Z ,           0 ,          0 ,     0 ,      2 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-09T16:48:29.892443Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-04T16:41:34.086679Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-05T21:34:43.114988Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,PST                 ,2022-12-20T22:35:55.955342Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,PST                 ,2022-08-23T17:28:14.991984Z ,           0 ,          4 ,     4 ,      1 ,3-Notification opened   ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,PST                 ,2022-08-23T18:25:39.444308Z ,           0 ,          0 ,     4 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,PST                 ,2022-08-23T15:40:37.694044Z ,           1 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-09-07T15:04:26.985226Z ,           1 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-08-08T19:02:20.972221Z ,           0 ,          1 ,     4 ,      1 ,3-Notification opened   ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-12-21T19:50:28.617991Z ,           4 ,          4 ,     4 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-09-16T20:41:37.382321Z ,           0 ,          0 ,     4 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2023-02-14T14:53:35.810967Z ,           0 ,          4 ,     4 ,      1 ,3-Notification opened   ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-12-19T20:26:19.892529Z ,           0 ,          0 ,     1 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-09-09T17:33:30.34793Z  ,           0 ,          0 ,     4 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-12-20T22:21:01.192511Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-08-12T19:51:01.236893Z ,           2 ,          4 ,     4 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-12T17:54:25.940078Z ,           1 ,          4 ,     4 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-11-28T16:51:03.504663Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-09-16T14:56:28.633283Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-08-02T17:00:16.857394Z ,           0 ,          4 ,     4 ,      1 ,3-Notification opened   ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-08-01T18:23:32.604737Z ,           0 ,          2 ,     4 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-05T19:32:58.284676Z ,           2 ,          3 ,     4 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-12-09T17:53:28.113827Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-07-22T15:33:59.040407Z ,           2 ,          3 ,     4 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-08-23T21:00:33.647901Z ,           1 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-25T14:42:26.590223Z ,           0 ,          1 ,     4 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-06T14:01:41.68127Z  ,           1 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2023-02-01T19:06:47.704408Z ,           0 ,          0 ,     0 ,      2 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-08-02T15:07:08.552167Z ,           0 ,          0 ,     4 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-05T14:21:27.776518Z ,           3 ,          4 ,     4 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-12T15:05:37.416893Z ,           0 ,          0 ,     0 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-07-18T17:57:40.510144Z ,           1 ,          1 ,     4 ,      1 ,6-Employer selected     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-11-08T19:01:15.537933Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-02T18:57:50.671956Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-07-12T17:38:08.347844Z ,           2 ,          3 ,     4 ,      1 ,7-Viewed provider login ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-08-02T14:59:55.328106Z ,           1 ,          2 ,     4 ,      1 ,6-Employer selected     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-09-07T21:55:21.453266Z ,           1 ,          4 ,     4 ,      1 ,7-Viewed provider login ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-25T14:04:10.623915Z ,           4 ,          4 ,     4 ,      1 ,8-Submitted login       ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-07T14:54:30.037531Z ,           0 ,          4 ,     4 ,      1 ,3-Notification opened   ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-07T14:43:14.016229Z ,           1 ,          4 ,     4 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-22T16:41:12.972122Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-08-23T16:41:37.721588Z ,           0 ,          4 ,     4 ,      1 ,3-Notification opened   ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-19T14:49:15.223583Z ,           1 ,          4 ,     4 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-08-16T18:22:33.577685Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-07-07T14:53:06.181849Z ,           1 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-09-19T14:34:30.852146Z ,           0 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-12-20T22:21:26.640613Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-08-01T17:24:05.266307Z ,           0 ,          0 ,     4 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-08-29T17:14:57.593556Z ,           1 ,          3 ,     4 ,      1 ,6-Employer selected     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-08-23T17:30:30.590388Z ,           0 ,          4 ,     4 ,      1 ,3-Notification opened   ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-08-30T15:35:52.539708Z ,           0 ,          0 ,     4 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-05T19:35:03.923172Z ,           1 ,          4 ,     4 ,      1 ,8-Submitted login       ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-08-11T16:46:49.305089Z ,           2 ,          4 ,     4 ,      1 ,6-Employer selected     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-22T16:34:26.597122Z ,           1 ,          4 ,     4 ,      1 ,8-Submitted login       ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2023-03-08T15:56:20.177003Z ,           0 ,          0 ,     4 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-05T19:25:17.356178Z ,           1 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,EST                 ,2022-11-21T16:22:34.280538Z ,           1 ,          1 ,     1 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,EST                 ,2022-07-19T14:51:39.251233Z ,           3 ,          3 ,     4 ,      1 ,8-Submitted login       ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,EST                 ,2022-11-07T16:42:07.347325Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,EST                 ,2022-08-17T14:38:45.924106Z ,           0 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,EST                 ,2023-03-09T14:17:15.540128Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-20T20:27:49.082126Z ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-06T16:49:38.688507Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-01T14:36:35.181321Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-30T17:28:50.545581Z ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-16T14:48:47.482982Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-12T18:56:49.082496Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-21T21:39:00.51309Z  ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-20T20:55:24.04032Z  ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-30T22:28:16.972363Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-20T18:57:44.387337Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-29T16:18:30.505128Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-16T21:35:22.966016Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-14T17:35:41.909607Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-13T23:13:06.280181Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-27T21:08:21.464206Z ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-20T19:03:50.176528Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-14T21:26:29.058919Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-29T17:48:45.446157Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-16T22:12:29.941987Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-01T15:58:20.170887Z ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
